,index,cardId,cardType,name,img,regulation,setNum,setCount,rarity,dexNum,dexClass,height,weight,dexDesc,author,desc,stage,hp,pType,ability,abilityDesc,waza1Cost,waza1Name,waza1Damage,waza1Desc,waza2Cost,waza2Name,waza2Damage,waza2Desc,GXCost,GXName,GXDamage,GXDesc,weakType,weakValue,resistType,resistValue,escape,spRule
6452,7077,37077,pokemon,ウルガモスGX,/assets/images/card_images/large/SM12/037077_P_URUGAMOSUGX.jpg,SM12,13,95,rare_rr,,,,,,Hiroyuki Yamamoto,,1 進化,210,['fire'],れっかだん,自分の番に1回使える。自分の手札にあるfireエネルギーを、1枚トラッシュする。その後、相手のポケモン1匹に、ダメカンを2個のせる。,"['fire', 'fire', 'none']",バックファイヤー,160,このポケモンについているfireエネルギーを、2個手札にもどす。,['fire'],だいねっぱGX,,相手の場のポケモン全員についているエネルギーを、1個ずつトラッシュする。［対戦中、自分はGXワザを1回しか使えない。］,['fire'],だいねっぱGX,,相手の場のポケモン全員についているエネルギーを、1個ずつトラッシュする。［対戦中、自分はGXワザを1回しか使えない。］,water,×2,,,3,ポケモンGXがきぜつしたとき、相手はサイドを2枚とる。
6453,7078,37078,pokemon,シシコ,/assets/images/card_images/large/SM12/037078_P_SHISHIKO.jpg,SM12,14,95,rare_c_c,667,わかじしポケモン,0.6,13.5,幼い頃は 仲間と 群れている。 自分で 獲物を 狩るようになると 群れから 追い出され 独り立ちする。,HYOGONOSUKE,,たね,70,['fire'],,,['fire'],たいあたり,10,,"['fire', 'none']",ほのおのしっぽ,20,,,,,,water,×2,,,2,
6454,7079,37079,pokemon,カエンジシ,/assets/images/card_images/large/SM12/037079_P_KAENJISHI.jpg,SM12,15,95,rare_u_c,668,おうじゃポケモン,1.5,81.5,オスは 普段 だらだら しているが 強敵が 襲ってくると わが身を かえりみず 仲間を 守るぞ。,KEIICHIRO ITO,,1 進化,130,['fire'],,,"['fire', 'fire', 'none']",うずまくごうか,70,相手の場のポケモンについている「ポケモンのどうぐ」と「特殊エネルギー」を、すべてトラッシュする。,"['fire', 'fire', 'fire', 'none']",ヒートブラスト,140,,,,,,water,×2,,,2,
6455,7080,37080,pokemon,アローラロコン,/assets/images/card_images/large/SM12/037080_P_ARORAROKON.jpg,SM12,16,95,rare_c_c,37,きつねポケモン,0.6,9.9,かわいいからと 無闇に 近付くと 群れの ボスで ある キュウコンが 現れて 氷漬けに される。,nagimiso,,たね,60,['water'],ゆきごもり,このポケモンは、ベンチにいるかぎり、ワザのダメージを受けない。,['void'],かじる,10,,,,,,,,,,steel,×2,,,1,
6456,7081,37081,pokemon,ユキワラシ,/assets/images/card_images/large/SM12/037081_P_YUKIWARASHI.jpg,SM12,17,95,rare_c_c,361,ゆきかさポケモン,0.7,16.8,雪や 氷が 主な エサ。 暖かな アローラでは 限られた 場所 でしか 生きていけない。,sowsow,,たね,60,['water'],,,['water'],れんぞくずつき,20×,ウラが出るまでコインを投げ、オモテの数×20ダメージ。,,,,,,,,,steel,×2,,,2,
6457,7082,37082,pokemon,オニゴーリ,/assets/images/card_images/large/SM12/037082_P_ONIGORI.jpg,SM12,18,95,rare_u_c,362,がんめんポケモン,1.5,256.5,獲物を 凍らせ 丸かじり。 だけど 好物は バニプッチなどの もともと 凍っている ポケモンだ。,Uta,,1 進化,120,['water'],,,['water'],こおりのキバ,30,コインを1回投げオモテなら、相手のバトルポケモンをマヒにする。さらに、相手のバトルポケモンについているエネルギーを、1個トラッシュする。,"['water', 'none', 'none']",フロストタイフーン,120,次の自分の番、このポケモンは「フロストタイフーン」が使えない。,,,,,steel,×2,,,3,
6458,7083,37083,pokemon,タマザラシ,/assets/images/card_images/large/SM12/037083_P_TAMAZARASHI.jpg,SM12,19,95,rare_c_c,363,てたたきポケモン,0.8,39.5,まだ 上手に 泳げず 転がったほうが 速く 動ける。 うれしいと みんなで 手をたたく。,sui,,たね,60,['water'],,,['water'],ころがる,10,,"['water', 'none']",スノーアイス,20,,,,,,steel,×2,,,2,
6459,7084,37084,pokemon,タマザラシ,/assets/images/card_images/large/SM12/037084_P_TAMAZARASHI.jpg,SM12,20,95,rare_c_c,363,てたたきポケモン,0.8,39.5,まだ 上手に 泳げず 転がったほうが 速く 動ける。 うれしいと みんなで 手をたたく。,SATOSHI NAKAI,,たね,70,['water'],,,"['water', 'none', 'none']",のしかかり,30,コインを1回投げオモテなら、相手のバトルポケモンをマヒにする。,,,,,,,,,steel,×2,,,2,
6460,7085,37085,pokemon,トドグラー,/assets/images/card_images/large/SM12/037085_P_TODOGURA.jpg,SM12,21,95,rare_c_c,364,たままわしポケモン,1.1,87.6,鼻の 神経が 敏感。 はじめて 目に する 物は 鼻で 触って 覚えるのだ。,miki kudo,,1 進化,100,['water'],,,['water'],ころがる,20,,"['water', 'none', 'none', 'none']",アイスボール,90,,,,,,steel,×2,,,3,
6461,7086,37086,pokemon,トドゼルガ,/assets/images/card_images/large/SM12/037086_P_TODOZERUGA.jpg,SM12,22,95,rare_u_c,365,こおりわりポケモン,1.4,150.6,大きな 氷を キバで 砕く。 厚い 脂肪は 寒さだけでなく 敵の 攻撃も はね返す。,Ayaka Yoshida,,2 進化,160,['water'],,,['water'],コールドウェーブ,60,次の相手の番、相手は手札からトレーナーズを出して使えない。前の自分の番に、自分のポケモンが「コールドウェーブ」を使っていたなら、このワザは使えない。,"['water', 'none', 'none', 'none']",ふぶき,120,相手のベンチポケモン全員にも、それぞれ10ダメージ。［ベンチは弱点・抵抗力を計算しない。］,,,,,steel,×2,,,4,
6462,7087,37087,pokemon,コアルヒー,/assets/images/card_images/large/SM12/037087_P_KOARUHI.jpg,SM12,23,95,rare_c_c,580,みずどりポケモン,0.5,5.5,敵に 襲われると 全身の 羽毛から 水しぶきを 出す。 水煙に 紛れて 逃げるのだ。,Yumi,,たね,60,['water'],,,"['none', 'none']",つばめがえし,10＋,コインを1回投げオモテなら、30ダメージ追加。,,,,,,,,,electric,×2,fighting,－20,1,
6463,7088,37088,pokemon,スワンナ,/assets/images/card_images/large/SM12/037088_P_SUWANNA.jpg,SM12,24,95,rare_u_c,581,しらとりポケモン,1.3,24.2,優雅な みかけに よらず 翼で 力強く 羽ばたき 数千キロ 飛び続けられる。,Yukiko Baba,,1 進化,110,['water'],,,['none'],おいかぜ,,自分の手札にあるエネルギーを1枚、自分のポケモンにつける。,"['none', 'none']",エアスラッシュ,70,このポケモンについているエネルギーを、1個トラッシュする。,,,,,electric,×2,fighting,－20,1,
6464,7089,37089,pokemon,ブラックキュレム,/assets/images/card_images/large/SM12/037089_P_BURAKKUKYUREMU.jpg,SM12,25,95,rare_r_c,646,きょうかいポケモン,3.3,325.0,失った 体を 真実と 理想で 埋めてくれる 英雄を 待つ 氷の 伝説ポケモン。,Kouki Saitou,,たね,130,['water'],,,"['none', 'none']",いてつくつばさ,30,相手のバトルポケモンについている特殊エネルギーを、1個トラッシュする。,"['water', 'water', 'none', 'none']",ブリザードダスト,100＋,場に自分のスタジアムが出ているなら、100ダメージ追加。,,,,,steel,×2,,,3,
6465,7090,37090,pokemon,チョンチー,/assets/images/card_images/large/SM12/037090_P_CHONCHI.jpg,SM12,26,95,rare_c_c,170,あんこうポケモン,0.5,12.0,２本の 触手が ほのかに 光って 獲物を 呼び寄せる。 夜釣りに 便利な ポケモンだ。,Sekio,,たね,60,['electric'],,,['none'],さぐる,,相手の手札を見る。,['electric'],ひれカッター,10,,,,,,fighting,×2,steel,－20,1,
6466,7091,37091,pokemon,ランターン,/assets/images/card_images/large/SM12/037091_P_RANTAN.jpg,SM12,27,95,rare_u_c,171,ライトポケモン,1.2,22.5,触手に 棲む バクテリアが ランターンの 体液を 吸うとき 強い 発光現象が 起こる。,otumami,,1 進化,110,['electric'],ちらちらライト,自分の番に何回でも使える。相手の山札を上から1枚見て、もとにもどす。,"['electric', 'none']",かくはんりゅう,50,のぞむなら、相手に相手自身の山札を切らせる。,,,,,,,,,fighting,×2,steel,－20,2,
6467,7092,37092,pokemon,トゲデマル,/assets/images/card_images/large/SM12/037092_P_TOGEDEMARU.jpg,SM12,28,95,rare_c_c,777,まるまりポケモン,0.3,3.3,１４本の 背中の ハリの 毛は びっくりしたり 興奮することが あると 勝手に 逆立ってしまう。,sowsow,,たね,80,['electric'],,,['none'],なかまをよぶ,,自分の山札にあるたねポケモンを2枚まで、ベンチに出す。そして山札を切る。,['electric'],でんじスパーク,,相手のポケモン1匹に、20ダメージ。［ベンチは弱点・抵抗力を計算しない。］,,,,,fighting,×2,steel,－20,1,
6468,7093,37093,pokemon,コロモリ,/assets/images/card_images/large/SM12/037093_P_KOROMORI.jpg,SM12,29,95,rare_c_c,527,こうもりポケモン,0.4,2.1,暗い 森や 洞穴で 暮らす。 鼻の 穴から 超音波を 出して あたりの 様子を 探る。,Shibuzoh.,,たね,60,['psychic'],,,['none'],はなですいつく,,次の相手の番、このワザを受けたポケモンは、にげられない。,['psychic'],エアカッター,30,コインを1回投げウラなら、このワザは失敗。,,,,,electric,×2,fighting,－20,1,
6469,7094,37094,pokemon,ココロモリ,/assets/images/card_images/large/SM12/037094_P_KOKOROMORI.jpg,SM12,30,95,rare_u_c,528,きゅうあいポケモン,0.9,10.5,コンクリートも 壊せるほどの 強い 超音波を 出すとき 尻尾が 激しく 震える。,Tomokazu Komiya,,1 進化,90,['psychic'],,,['none'],ちょうおんぱ,,相手のバトルポケモンをこんらんにする。,['psychic'],チャームスタンプ,,相手は相手自身のポケモンを1匹選ぶ。そのポケモンに、90ダメージ。［ベンチは弱点・抵抗力を計算しない。］,,,,,electric,×2,fighting,－20,1,
6470,7095,37095,pokemon,ゴビット,/assets/images/card_images/large/SM12/037095_P_GOBITTO.jpg,SM12,31,95,rare_c_c,622,ゴーレムポケモン,1.0,92.0,謎の エネルギーに よって 活動。 古代から 動き続けているので そろそろ パワーが 尽きるとも。,Shigenori Negishi,,たね,90,['psychic'],,,['psychic'],おんがえし,10,のぞむなら、自分の手札が5枚になるように、山札を引く。,,,,,,,,,dark,×2,fighting,－20,3,
6471,7096,37096,pokemon,ゴルーグ,/assets/images/card_images/large/SM12/037096_P_GORUGU.jpg,SM12,32,95,rare_u_c,623,ゴーレムポケモン,2.8,330.0,古代人が 労働力 として ゴルーグを 発明したといわれる。 主の 命令に 忠実だ。,Ayaka Yoshida,,1 進化,140,['psychic'],,,['psychic'],がんせきおとし,40,このワザのダメージは抵抗力を計算しない。,"['none', 'none']",いにしえのこぶし,160,自分のトラッシュにサポートがあるなら、このワザは失敗。,,,,,dark,×2,fighting,－20,4,
6472,7097,37097,pokemon,クズモー,/assets/images/card_images/large/SM12/037097_P_KUZUMO.jpg,SM12,33,95,rare_c_c,690,クサモドキポケモン,0.5,7.3,藻屑に 紛れ 大きなポケモンに 襲われないよう じっと している。 腐った 海草が 主な エサ。,sui,,たね,60,['psychic'],,,['psychic'],どくをはく,,相手のバトルポケモンをどくにする。,,,,,,,,,psychic,×2,,,2,
6473,7098,37098,pokemon,ドラミドロ,/assets/images/card_images/large/SM12/037098_P_DORAMIDORO.jpg,SM12,34,95,rare_u_c,691,クサモドキポケモン,1.8,81.5,凶暴で 寄ってきた 相手に 毒液を 吹きかける。 なぜだか ダダリンとだけは とっても 仲良し。,Midori Harada,,1 進化,120,['psychic'],,,['psychic'],どくばいよう,,相手のバトルポケモンがどくなら、そのどくでのせるダメカンの数は10個になる。,['psychic'],するどいひれ,40,,,,,,psychic,×2,,,1,
6474,7099,37099,pokemon,オドリドリGX,/assets/images/card_images/large/SM12/037099_P_ODORIDORIGX.jpg,SM12,35,95,rare_rr,,,,,,aky CG Works,,たね,170,['psychic'],たむけのまい,前の相手の番に、自分のポケモンがきぜつしていたなら、自分の番に1回使える。自分の山札を3枚引く。この番、すでに別の「たむけのまい」を使っていたなら、この特性は使えない。,"['psychic', 'none', 'none']",するどいはね,80,,"['psychic', 'none', 'none']",ひるがえすGX,100,このポケモンをベンチポケモンと入れ替える。［対戦中、自分はGXワザを1回しか使えない。］,"['psychic', 'none', 'none']",ひるがえすGX,100,このポケモンをベンチポケモンと入れ替える。［対戦中、自分はGXワザを1回しか使えない。］,dark,×2,fighting,－20,1,ポケモンGXがきぜつしたとき、相手はサイドを2枚とる。
6475,7100,37100,pokemon,コスモッグ,/assets/images/card_images/large/SM12/037100_P_KOSUMOGGU.jpg,SM12,36,95,rare_c_c,789,せいうんポケモン,0.2,0.1,頼りない ガス状の 身体は ちょっとの 風にも 流されるが 全然 気にして いない 様子。,Mizue,,たね,50,['psychic'],,,['psychic'],かくせい,,このポケモンから進化するカードを、自分の山札から1枚選び、このポケモンにのせて進化させる。そして山札を切る。,,,,,,,,,psychic,×2,,,1,
6476,7101,37101,pokemon,コスモッグ,/assets/images/card_images/large/SM12/037101_P_KOSUMOGGU.jpg,SM12,37,95,rare_c_c,789,せいうんポケモン,0.2,0.1,頼りない ガス状の 身体は ちょっとの 風にも 流されるが 全然 気にして いない 様子。,Masakazu Fukuda,,たね,60,['psychic'],てんねん,このポケモンは、相手のポケモンが使うワザの効果を受けない。,['none'],ふいをつく,10,コインを1回投げウラなら、このワザは失敗。,,,,,,,,,psychic,×2,,,1,
6477,7102,37102,pokemon,コスモウム,/assets/images/card_images/large/SM12/037102_P_KOSUMOUMU.jpg,SM12,38,95,rare_c_c,790,げんしせいポケモン,0.1,999.9,太古 アローラを 支配 していた 王様は 星の繭と 呼んで 崇めるための 祭壇を 作った。,Aya Kusube,,1 進化,90,['psychic'],,,['none'],かたまる,,次の相手の番、このポケモンが受けるワザのダメージは「-40」される。,,,,,,,,,psychic,×2,,,3,
6478,7103,37103,pokemon,ルナアーラ,/assets/images/card_images/large/SM12/037103_P_RUNAARA.jpg,SM12,39,95,rare_r_c,792,がちりんポケモン,4.0,120.0,遥か 大昔の 文献に 月を 誘いし 獣と いう 名前で 記録が 残っている。,Shin Nagasawa,,2 進化,160,['psychic'],がちりんのめぐみ,自分の場に「ソルガレオ」がいるなら、自分の番に1回使える。自分の山札にあるエネルギーを2枚まで、自分の場の「ソルガレオ」または「ルナアーラ」に好きなようにつける。そして山札を切る。,"['psychic', 'psychic', 'none']",ルナブラスト,130,,,,,,,,,,dark,×2,fighting,－20,2,
